shipment_id,date,region,transport_mode,product_category,distance_km,shipment_volume_units,weight_kg,delivery_time_days,estimated_delivery_days,delay_days,transport_cost,on_time
S00799,2026-06-01,West,Rail,Furniture,211.4,50.2,79.2,7.08,5.87,1.21,410.14,0
S00800,2026-08-01,West,Rail,Furniture,635.7,12.1,14.0,4.73,6.45,-1.73,164.03,1
S00801,2026-11-01,West,Rail,Industrial,122.8,39.1,60.7,5.47,5.21,0.26,302.6,0
S00802,2026-01-01,South,Rail,Grocery,389.8,13.4,15.7,5.93,6.82,-0.89,185.28,1
S00803,2026-07-01,Central,Road,Electronics,289.1,13.4,8.1,4.25,3.93,0.32,174.79,0
S00804,2026-11-01,East,Rail,Grocery,269.8,44.2,22.6,6.88,4.47,2.42,410.25,0
S00805,2026-06-01,North,Rail,Electronics,674.0,38.3,66.7,6.27,5.62,0.65,353.24,0
S00806,2026-07-01,North,Rail,Apparel,757.4,23.0,22.9,5.11,6.51,-1.4,290.97,1
S00807,2026-06-01,West,Road,Apparel,173.7,32.9,29.3,5.37,3.75,1.61,244.7,0
S00808,2026-11-01,North,Road,Furniture,346.6,16.7,15.0,3.07,4.41,-1.34,237.02,1
S00809,2026-01-01,East,Road,Electronics,73.3,20.0,18.6,3.61,3.41,0.2,217.51,0
S00810,2026-11-01,Central,Road,Electronics,650.3,13.1,22.5,2.89,6.03,-3.14,242.16,1
S00811,2026-10-01,North,Road,Electronics,376.2,36.1,17.6,2.65,5.73,-3.07,311.69,1
S00812,2026-10-01,North,Road,Industrial,115.6,12.8,7.3,3.29,3.39,-0.11,122.51,1
S00813,2026-05-01,Central,Air,Furniture,219.3,52.7,79.4,2.17,2.54,-0.37,397.87,1
S00814,2026-07-01,East,Road,Electronics,161.5,16.4,19.1,1.52,3.87,-2.35,223.32,1
S00815,2026-05-01,North,Air,Electronics,209.8,20.4,11.8,2.5,2.43,0.08,219.05,0
S00816,2026-04-01,Central,Road,Grocery,80.3,32.9,14.7,1.9,4.52,-2.63,159.04,1
S00817,2026-11-01,Central,Air,Apparel,878.3,20.4,14.6,5.14,4.01,1.13,519.09,0
S00818,2026-07-01,East,Road,Grocery,179.0,16.5,12.7,3.26,4.25,-1.0,158.12,1
S00819,2026-09-01,West,Road,Apparel,389.2,19.7,8.3,3.18,4.81,-1.63,226.28,1
S00820,2026-02-01,South,Rail,Industrial,511.9,35.9,25.2,6.12,7.3,-1.18,365.07,1
S00821,2026-10-01,North,Sea,Apparel,758.1,13.1,18.7,5.46,5.67,-0.21,199.23,1
S00822,2026-08-01,East,Road,Furniture,398.3,18.5,29.6,5.89,4.79,1.11,241.42,0
S00823,2026-12-01,South,Road,Electronics,322.1,20.2,33.5,4.7,5.37,-0.68,201.12,1
S00824,2026-02-01,West,Rail,Industrial,409.6,35.2,33.3,5.25,5.81,-0.56,242.04,1
S00825,2026-07-01,Central,Air,Industrial,172.9,18.8,15.9,2.32,2.71,-0.39,216.88,1
S00826,2026-07-01,North,Road,Furniture,184.3,65.1,117.1,2.16,4.71,-2.56,496.49,1
S00827,2026-07-01,East,Road,Grocery,316.9,18.1,26.8,2.47,4.07,-1.61,239.47,1
S00828,2026-01-01,South,Road,Electronics,54.9,17.2,19.8,4.46,5.7,-1.24,155.35,1
S00829,2026-06-01,Central,Sea,Furniture,236.7,18.0,13.6,3.58,4.95,-1.36,180.96,1
S00830,2026-04-01,South,Road,Furniture,276.5,8.5,7.3,3.19,5.91,-2.72,99.32,1
S00831,2026-08-01,West,Road,Apparel,1148.6,10.2,11.5,7.74,7.47,0.27,347.53,0
S00832,2026-03-01,East,Sea,Apparel,818.9,14.2,16.5,7.73,7.52,0.21,218.36,0
S00833,2026-06-01,South,Road,Grocery,510.7,42.0,17.6,3.65,5.71,-2.06,433.34,1
S00834,2026-08-01,West,Road,Industrial,660.5,19.7,34.3,4.56,6.02,-1.46,303.32,1
S00835,2026-01-01,West,Road,Furniture,183.1,14.7,17.7,2.88,4.81,-1.93,149.17,1
S00836,2026-10-01,East,Road,Furniture,417.0,44.6,54.6,6.58,4.6,1.98,384.84,0
S00837,2026-09-01,West,Road,Furniture,610.1,55.1,38.3,6.33,5.78,0.55,444.81,0
S00838,2026-01-01,Central,Road,Apparel,184.4,45.4,66.8,2.69,3.53,-0.84,372.91,1
S00839,2026-01-01,South,Air,Apparel,119.8,11.5,16.5,3.25,2.63,0.63,174.07,0
S00840,2026-11-01,East,Air,Electronics,476.4,14.6,7.8,1.23,3.21,-1.99,251.59,1
S00841,2026-04-01,North,Road,Furniture,131.8,65.3,80.5,2.43,3.39,-0.97,390.68,1
S00842,2026-11-01,West,Rail,Apparel,541.1,23.5,31.0,5.93,6.29,-0.36,268.59,1
S00843,2026-06-01,East,Road,Apparel,750.1,16.9,26.5,5.85,6.2,-0.35,349.25,1
S00844,2026-05-01,South,Sea,Apparel,189.0,32.0,22.1,5.8,6.69,-0.88,248.81,1
S00845,2026-04-01,North,Road,Electronics,200.6,38.7,63.0,3.77,5.14,-1.38,355.75,1
S00846,2026-08-01,Central,Rail,Grocery,736.5,13.9,14.5,5.64,5.14,0.5,260.85,0
S00847,2026-02-01,South,Road,Apparel,399.8,23.2,12.4,4.71,5.85,-1.14,264.83,1
S00848,2026-05-01,West,Rail,Electronics,676.5,36.7,20.1,5.81,6.88,-1.07,297.13,1
S00849,2026-05-01,North,Road,Furniture,325.1,9.4,6.4,3.27,4.91,-1.64,182.66,1
S00850,2026-02-01,Central,Air,Apparel,342.3,20.2,16.1,2.34,3.11,-0.77,326.35,1
S00851,2026-05-01,North,Road,Apparel,392.8,9.7,10.7,4.5,4.61,-0.1,211.05,1
S00852,2026-07-01,South,Sea,Apparel,1009.1,10.6,15.3,8.45,8.99,-0.54,237.13,1
S00853,2026-09-01,Central,Road,Furniture,643.9,13.9,9.2,3.02,4.82,-1.8,239.31,1
S00854,2026-02-01,Central,Air,Apparel,230.9,27.4,49.0,0.7,2.75,-2.05,297.75,1
S00855,2026-11-01,South,Air,Furniture,437.2,16.3,10.2,3.91,3.17,0.74,288.45,0
S00856,2026-11-01,East,Sea,Industrial,309.4,13.2,16.3,7.5,6.75,0.75,164.81,0
S00857,2026-09-01,West,Road,Furniture,269.8,20.8,35.3,4.44,4.94,-0.5,279.39,1
S00858,2026-12-01,Central,Road,Apparel,531.4,9.5,14.9,3.66,4.63,-0.97,137.59,1
S00859,2026-06-01,South,Road,Furniture,464.0,26.5,34.7,5.37,5.67,-0.3,300.05,1
S00860,2026-10-01,East,Road,Apparel,190.8,41.9,58.7,2.31,4.35,-2.04,334.18,1
S00861,2026-09-01,West,Rail,Apparel,393.5,19.1,11.2,7.03,6.74,0.29,160.17,0
S00862,2026-07-01,West,Sea,Grocery,263.8,17.6,7.3,6.07,8.15,-2.08,199.57,1
S00863,2026-03-01,West,Sea,Apparel,510.1,25.6,25.8,5.68,7.83,-2.15,220.53,1
S00864,2026-07-01,East,Road,Electronics,255.4,5.4,2.8,3.7,4.33,-0.63,129.77,1
S00865,2026-11-01,North,Rail,Apparel,343.7,28.5,25.6,4.0,5.67,-1.67,320.43,1
S00866,2026-12-01,Central,Air,Electronics,275.2,150.8,107.6,3.5,2.9,0.6,953.97,0
S00867,2026-06-01,Central,Sea,Apparel,92.6,18.5,31.2,4.3,4.79,-0.49,204.47,1
S00868,2026-03-01,West,Road,Grocery,978.8,18.6,30.3,6.41,6.29,0.12,365.92,0
S00869,2026-09-01,North,Road,Industrial,390.6,32.6,50.4,4.7,4.65,0.05,318.87,0
S00870,2026-01-01,South,Air,Electronics,999.5,58.5,81.9,4.05,6.08,-2.03,788.62,1
S00871,2026-02-01,West,Road,Grocery,402.5,37.9,23.3,4.86,4.51,0.35,358.34,0
S00872,2026-07-01,North,Road,Apparel,592.8,5.0,2.3,4.89,4.89,0.0,174.73,0
S00873,2026-12-01,Central,Sea,Electronics,242.4,29.0,38.1,3.03,5.96,-2.93,199.57,1
S00874,2026-04-01,South,Sea,Apparel,246.9,106.9,138.9,6.4,6.81,-0.4,694.97,1
S00875,2026-06-01,West,Sea,Electronics,376.1,30.1,27.6,6.09,7.55,-1.47,254.67,1
S00876,2026-04-01,Central,Air,Electronics,994.1,9.5,10.1,4.02,3.86,0.17,392.3,0
S00877,2026-06-01,South,Road,Apparel,196.0,24.1,26.2,4.39,6.22,-1.83,248.46,1
S00878,2026-01-01,South,Road,Apparel,73.0,8.7,6.4,4.33,3.93,0.39,117.87,0
S00879,2026-08-01,East,Road,Grocery,726.0,44.8,37.6,6.89,4.9,1.99,448.87,0
S00880,2026-08-01,East,Rail,Electronics,615.9,10.8,10.6,4.24,6.38,-2.14,210.73,1
S00881,2026-04-01,South,Road,Electronics,286.4,21.1,26.2,4.17,4.73,-0.56,214.79,1
S00882,2026-04-01,East,Rail,Electronics,1229.9,11.5,20.0,8.25,8.1,0.15,296.15,0
S00883,2026-10-01,Central,Road,Grocery,1262.0,14.1,16.2,6.81,6.87,-0.06,355.28,1
S00884,2026-03-01,East,Air,Apparel,86.7,52.8,75.1,2.42,2.44,-0.03,376.77,1
S00885,2026-01-01,South,Road,Grocery,238.2,21.5,32.9,7.9,4.74,3.16,215.57,0
S00886,2026-01-01,South,Road,Apparel,374.2,14.0,7.8,5.61,5.76,-0.15,245.64,1
S00887,2026-11-01,South,Road,Electronics,501.3,9.5,12.5,6.61,5.73,0.87,202.75,0
S00888,2026-05-01,North,Road,Industrial,453.9,6.0,6.4,3.78,5.41,-1.64,231.3,1
S00889,2026-02-01,North,Air,Electronics,389.6,8.9,10.7,1.14,2.99,-1.85,306.75,1
S00890,2026-11-01,West,Road,Electronics,173.5,21.6,9.8,3.59,4.2,-0.61,179.94,1
S00891,2026-02-01,South,Road,Electronics,541.8,38.0,63.4,6.19,5.16,1.03,283.75,0
S00892,2026-05-01,Central,Air,Industrial,561.4,14.0,24.2,3.17,3.27,-0.11,369.4,1
S00893,2026-01-01,South,Rail,Grocery,694.7,55.7,22.6,7.03,6.59,0.44,403.35,0
S00894,2026-09-01,North,Road,Grocery,154.6,12.6,8.8,3.06,3.35,-0.29,130.81,1
S00895,2026-09-01,West,Road,Industrial,334.7,17.2,11.2,3.96,5.39,-1.43,195.48,1
S00896,2026-10-01,Central,Road,Electronics,276.5,10.0,14.9,3.24,3.28,-0.04,161.21,1
S00897,2026-04-01,South,Rail,Industrial,152.3,38.2,47.3,5.93,6.43,-0.5,339.99,1
S00898,2026-04-01,South,Road,Electronics,331.0,78.5,50.9,5.77,5.5,0.27,526.7,0
S00899,2026-12-01,South,Road,Grocery,180.4,6.4,9.8,3.04,4.98,-1.94,183.54,1
S00900,2026-10-01,East,Road,Apparel,132.3,16.0,14.4,4.52,3.75,0.77,194.05,0
S00901,2026-01-01,East,Rail,Apparel,620.8,45.7,47.8,4.91,6.81,-1.9,369.94,1
S00902,2026-09-01,South,Road,Industrial,285.3,7.8,7.4,5.18,5.29,-0.11,148.52,1
S00903,2026-10-01,North,Air,Electronics,229.8,29.0,32.8,1.7,2.3,-0.6,319.34,1
S00904,2026-07-01,East,Road,Industrial,800.7,44.4,47.6,7.38,6.22,1.16,478.51,0
S00905,2026-08-01,Central,Rail,Apparel,572.1,21.1,16.6,4.57,4.95,-0.38,276.26,1
S00906,2026-01-01,West,Road,Furniture,65.7,28.7,28.6,3.91,3.56,0.34,223.34,0
S00907,2026-01-01,East,Road,Industrial,503.4,63.1,105.5,5.36,4.74,0.62,529.75,0
S00908,2026-01-01,North,Road,Electronics,501.8,71.3,78.7,3.2,5.17,-1.97,560.5,1
S00909,2026-02-01,South,Air,Industrial,321.5,19.3,32.5,3.0,3.79,-0.79,271.9,1
S00910,2026-12-01,South,Air,Grocery,313.1,14.2,16.6,2.74,4.29,-1.56,208.14,1
S00911,2026-08-01,West,Road,Furniture,102.6,11.0,16.3,3.14,4.02,-0.88,122.18,1
S00912,2026-10-01,Central,Road,Electronics,1221.4,37.9,30.7,5.54,7.08,-1.54,475.03,1
S00913,2026-04-01,Central,Sea,Grocery,330.1,8.2,12.4,6.61,5.86,0.75,166.28,0
S00914,2026-12-01,Central,Road,Furniture,485.9,17.0,13.1,3.3,4.28,-0.98,288.07,1
S00915,2026-03-01,Central,Road,Apparel,342.9,21.5,9.2,4.36,4.55,-0.18,187.76,1
S00916,2026-11-01,Central,Road,Electronics,232.6,14.5,9.1,3.74,4.01,-0.27,162.93,1
S00917,2026-01-01,North,Rail,Apparel,650.9,24.1,10.4,3.76,5.89,-2.13,246.31,1
S00918,2026-01-01,North,Rail,Industrial,428.4,106.4,183.6,5.54,5.61,-0.07,761.99,1
S00919,2026-01-01,South,Rail,Electronics,332.1,18.6,33.4,3.76,6.16,-2.4,197.14,1
S00920,2026-10-01,East,Sea,Furniture,482.6,15.1,22.2,6.93,6.76,0.16,178.81,0
S00921,2026-04-01,North,Road,Industrial,364.8,38.9,21.4,3.28,4.41,-1.13,277.19,1
S00922,2026-06-01,Central,Road,Electronics,1040.9,23.5,38.9,5.6,5.64,-0.04,409.1,1
S00923,2026-06-01,West,Road,Electronics,637.2,51.2,73.8,3.65,6.01,-2.36,464.75,1
S00924,2026-10-01,East,Road,Furniture,533.8,22.4,19.3,4.84,4.98,-0.15,258.3,1
S00925,2026-05-01,North,Road,Electronics,113.7,17.1,18.9,4.37,3.41,0.97,172.44,0
S00926,2026-01-01,South,Road,Grocery,545.7,6.3,8.4,4.31,5.9,-1.59,242.29,1
S00927,2026-05-01,North,Road,Furniture,537.1,7.0,3.0,3.63,5.46,-1.83,165.33,1
S00928,2026-04-01,Central,Rail,Grocery,183.0,6.1,6.7,4.58,4.8,-0.22,93.4,1
S00929,2026-09-01,East,Road,Apparel,111.5,25.7,36.6,4.11,3.94,0.17,277.03,0
S00930,2026-10-01,West,Road,Furniture,621.0,8.3,5.5,2.18,5.64,-3.46,225.84,1
S00931,2026-02-01,South,Rail,Grocery,669.9,45.4,46.4,8.98,7.48,1.5,407.42,0
S00932,2026-10-01,South,Rail,Electronics,247.8,20.5,23.5,5.95,4.79,1.16,221.5,0
S00933,2026-01-01,South,Air,Grocery,239.7,17.1,24.5,3.74,3.96,-0.23,241.94,1
S00934,2026-08-01,West,Air,Industrial,423.6,11.6,20.3,2.9,2.84,0.06,262.51,0
S00935,2026-05-01,West,Rail,Furniture,284.6,30.1,47.8,2.77,5.08,-2.31,302.15,1
S00936,2026-04-01,South,Road,Grocery,109.3,11.9,15.1,4.95,4.55,0.4,195.28,0
S00937,2026-06-01,Central,Road,Apparel,181.3,10.6,12.9,2.5,4.99,-2.49,197.89,1
S00938,2026-04-01,North,Rail,Electronics,474.5,43.5,54.1,5.7,6.56,-0.86,317.74,1
S00939,2026-10-01,Central,Road,Apparel,189.4,25.3,29.4,2.95,4.28,-1.33,285.65,1
S00940,2026-12-01,North,Road,Electronics,690.9,17.2,8.3,5.12,5.7,-0.58,265.66,1
S00941,2026-10-01,South,Road,Industrial,531.6,30.5,42.0,4.31,5.05,-0.74,307.89,1
S00942,2026-06-01,Central,Road,Apparel,486.9,20.2,28.3,5.13,4.83,0.3,263.88,0
S00943,2026-07-01,North,Road,Furniture,417.8,25.8,28.8,2.58,4.49,-1.91,311.82,1
S00944,2026-06-01,South,Road,Electronics,224.9,11.8,19.1,7.23,4.72,2.52,196.89,0
S00945,2026-10-01,East,Air,Apparel,578.3,77.2,103.5,6.0,3.98,2.02,673.21,0
S00946,2026-07-01,South,Sea,Apparel,220.1,13.8,12.5,8.05,6.48,1.58,188.54,0
S00947,2026-06-01,West,Road,Apparel,714.8,55.2,23.6,7.08,6.62,0.46,469.78,0
S00948,2026-05-01,Central,Sea,Furniture,943.5,17.8,8.6,6.82,6.65,0.16,212.75,0
S00949,2026-05-01,Central,Road,Industrial,426.8,33.9,30.3,5.34,4.62,0.72,297.49,0
S00950,2026-07-01,South,Sea,Industrial,868.6,32.4,33.9,7.69,8.07,-0.38,325.8,1
S00951,2026-09-01,East,Sea,Electronics,183.3,42.3,26.8,3.37,5.8,-2.44,292.55,1
S00952,2026-06-01,South,Road,Furniture,535.4,11.6,7.7,7.17,6.14,1.03,176.37,0
S00953,2026-10-01,South,Air,Electronics,383.0,40.4,29.2,4.68,3.41,1.27,427.51,0
S00954,2026-10-01,North,Sea,Industrial,627.7,66.7,99.6,6.2,7.03,-0.82,478.85,1
S00955,2026-06-01,Central,Sea,Grocery,69.4,17.0,25.1,2.96,5.09,-2.13,226.59,1
S00956,2026-11-01,Central,Sea,Apparel,604.5,20.5,19.2,5.25,6.35,-1.1,176.73,1
S00957,2026-03-01,West,Rail,Electronics,240.9,14.3,9.2,2.69,5.43,-2.74,161.76,1
S00958,2026-12-01,East,Road,Electronics,395.8,16.0,8.9,5.48,4.92,0.56,195.58,0
S00959,2026-04-01,East,Air,Apparel,1208.8,61.1,31.9,2.95,5.27,-2.32,726.36,1
S00960,2026-07-01,East,Rail,Industrial,546.8,10.5,9.9,5.88,6.22,-0.35,168.47,1
S00961,2026-04-01,East,Rail,Furniture,502.0,10.9,5.0,4.34,5.96,-1.62,240.77,1
S00962,2026-06-01,East,Road,Industrial,476.1,57.2,49.6,2.74,4.92,-2.18,455.48,1
S00963,2026-05-01,North,Rail,Electronics,761.1,30.1,52.6,6.11,7.31,-1.2,302.35,1
S00964,2026-09-01,North,Road,Grocery,641.1,79.7,88.5,4.26,5.59,-1.32,546.41,1
S00965,2026-01-01,Central,Air,Apparel,479.5,15.0,23.3,3.48,2.94,0.54,250.01,0
S00966,2026-11-01,East,Road,Grocery,442.0,21.8,12.7,2.84,5.2,-2.36,238.4,1
S00967,2026-11-01,Central,Rail,Apparel,423.0,13.1,10.1,3.73,4.86,-1.13,161.46,1
S00968,2026-07-01,North,Air,Apparel,369.1,22.0,38.0,0.7,2.81,-2.11,309.47,1
S00969,2026-07-01,East,Road,Grocery,152.5,6.3,5.9,0.89,4.16,-3.27,50.92,1
S00970,2026-09-01,South,Road,Electronics,539.4,31.4,41.0,7.55,5.38,2.17,335.71,0
S00971,2026-03-01,South,Road,Grocery,258.7,24.8,43.8,7.12,5.41,1.71,296.91,0
S00972,2026-09-01,North,Sea,Furniture,339.5,19.3,22.7,5.56,5.89,-0.33,258.36,1
S00973,2026-03-01,North,Air,Electronics,668.2,15.6,12.9,2.13,3.68,-1.55,299.98,1
S00974,2026-09-01,Central,Road,Industrial,374.9,11.2,12.9,3.37,4.16,-0.79,169.61,1
S00975,2026-04-01,South,Road,Grocery,355.6,32.2,15.4,5.88,6.97,-1.09,260.68,1
S00976,2026-09-01,East,Road,Furniture,427.6,9.4,5.2,3.74,4.76,-1.01,198.21,1
S00977,2026-10-01,East,Road,Furniture,310.3,28.0,11.5,4.36,3.73,0.63,217.85,0
S00978,2026-03-01,South,Sea,Furniture,1193.2,77.4,126.7,8.7,8.61,0.08,668.65,0
S00979,2026-08-01,East,Air,Furniture,1095.5,52.8,70.7,3.93,5.72,-1.79,716.84,1
S00980,2026-06-01,South,Road,Industrial,1078.3,7.6,6.2,6.14,8.16,-2.03,298.38,1
S00981,2026-04-01,Central,Air,Grocery,477.2,14.2,10.1,2.79,2.78,0.01,351.65,0
S00982,2026-08-01,West,Road,Apparel,246.9,26.4,35.8,2.96,5.53,-2.56,259.62,1
S00983,2026-12-01,West,Air,Electronics,679.3,19.2,32.4,4.35,4.86,-0.51,414.75,1
S00984,2026-01-01,East,Road,Grocery,312.0,8.1,6.6,3.48,4.67,-1.19,141.24,1
S00985,2026-12-01,North,Rail,Electronics,716.5,25.8,21.9,5.85,6.26,-0.41,234.55,1
S00986,2026-11-01,Central,Sea,Apparel,238.6,20.0,31.8,6.69,5.75,0.94,181.65,0
S00987,2026-07-01,South,Road,Electronics,499.4,69.7,115.1,4.98,6.33,-1.35,636.42,1
S00988,2026-08-01,North,Rail,Grocery,779.2,17.0,28.6,7.01,6.76,0.25,277.25,0
S00989,2026-05-01,South,Sea,Electronics,324.1,42.9,34.8,4.06,6.66,-2.6,325.06,1
S00990,2026-02-01,West,Road,Grocery,323.3,8.8,5.0,3.81,5.01,-1.2,137.45,1
S00991,2026-07-01,West,Road,Furniture,121.5,10.3,10.5,3.87,5.53,-1.66,177.94,1
S00992,2026-10-01,West,Rail,Industrial,244.0,32.1,26.1,7.38,5.8,1.58,213.8,0
S00993,2026-03-01,West,Road,Apparel,471.2,40.6,66.5,2.36,5.94,-3.58,332.68,1
S00994,2026-09-01,South,Road,Grocery,517.8,10.8,4.9,5.12,6.21,-1.09,195.8,1
S00995,2026-09-01,Central,Road,Grocery,566.4,20.4,26.3,6.09,5.11,0.98,351.87,0
S00996,2026-10-01,East,Air,Grocery,84.6,8.2,13.7,0.85,2.59,-1.74,210.88,1
S00997,2026-05-01,West,Road,Furniture,313.0,17.9,31.6,4.1,5.52,-1.41,214.56,1
S00998,2026-05-01,North,Road,Electronics,133.9,34.6,45.3,3.69,4.33,-0.64,260.24,1
S00999,2026-05-01,Central,Air,Industrial,456.0,15.1,26.2,2.6,3.2,-0.6,248.1,1
S01000,2026-11-01,South,Road,Electronics,102.7,17.1,8.6,6.04,4.44,1.6,174.58,0
